SH1V00037,3701,17.769201511512,46.379371781875
SH1V00037,3702,17.769207607581,46.37938886123
SH1V00037,3703,17.769277236018,46.379399279871
SH1V00037,3704,17.769325647146,46.379413605243
SH1V00037,3705,17.769373819023,46.379438049706
SH1V00037,3706,17.769408829945,46.379469303817
SH1V00037,3707,17.769431561969,46.37950442538
SH1V00037,3708,17.769442113108,46.379539268378
SH1V00037,3709,17.769438863757,46.379573603596
SH1V00037,3710,17.769428312158,46.379607504643
SH1V00037,3711,17.7694039135,46.379642865513
SH1V00037,3712,17.769366644544,46.379672738506
SH1V00037,3713,17.769317377385,46.379694603035
SH1V00037,3714,17.769261882779,46.379704939649
SH1V00037,3715,17.769204170663,46.379705972773
SH1V00037,3716,17.769152348958,46.379698426883
SH1V00037,3717,17.769105558866,46.379684260387
SH1V00037,3718,17.769011528813,46.379640598922
SH1V00037,3719,17.76879738199,46.37952261463
SH1V00037,3720,17.768746723579,46.37950025045
SH1V00037,3721,17.768685410786,46.379481772042
SH1V00037,3722,17.768614196035,46.379469718375
SH1V00037,3723,17.768529776975,46.379466301289
SH1V00037,3724,17.76843462367,46.379470142949
SH1V00037,3725,17.767776711624,46.379529809958
SH1V00037,3726,17.767528541271,46.37954491891
SH1V00037,3727,17.767272705657,46.379540610463
SH1V00037,3728,17.767140486769,46.379531378165
SH1V00037,3729,17.766866548152,46.379502402275
SH1V00037,3730,17.766728996453,46.379478207382
SH1V00037,3731,17.766594049911,46.379446942557
SH1V00037,3732,17.766460874641,46.379409512118
SH1V00037,3733,17.766196367428,46.379325463641
SH1V00037,3734,17.766066643423,46.379279566775
SH1V00037,3735,17.765107501348,46.378919536225
SH1V00037,3736,17.763589319071,46.378356885922
SH1V00037,3737,17.763491846412,46.378321615472
SH1V00037,3738,17.763237022808,46.378240762941
SH1V00037,3739,17.763237022808,46.378240762941
SH1V00037,3740,17.763108478508,46.378179623003
SH1V00037,3741,17.762774242863,46.378055761324
SH1V00037,3742,17.762740597312,46.378035626556
SH1V00037,3743,17.762717699883,46.378007671343
SH1V00037,3744,17.762711201302,46.377973436139
SH1V00037,3745,17.762730912095,46.377930361626
SH1V00037,3746,17.763301710826,46.377193678386
SH1V00037,3747,17.763422048673,46.37701875944
SH1V00037,3748,17.763422048673,46.37701875944
SH1V00037,3749,17.763627605448,46.376779158832
SH1V00037,3750,17.764171245724,46.376090311448
SH1V00037,3751,17.765425989325,46.374466738626
SH1V00037,3752,17.766259522024,46.373404770419
SH1V00037,3753,17.766848141672,46.372597630987
SH1V00037,3754,17.767526833843,46.371725437722
SH1V00037,3755,17.767596577741,46.371627611541
SH1V00037,3756,17.767731161522,46.371398866921
SH1V00037,3757,17.767798979228,46.371313741343
SH1V00037,3758,17.767798979228,46.371313741343
SH1V00037,3759,17.767802760562,46.371325593032
SH1V00037,3760,17.767916200273,46.371235010222
SH1V00037,3761,17.767965265204,46.37118706635
SH1V00037,3762,17.76806143066,46.371071193782
SH1V00037,3763,17.768172922886,46.37092555123
SH1V00037,3764,17.768933267611,46.369896544349
SH1V00037,3765,17.768984053271,46.369810100417
SH1V00037,3766,17.769045657907,46.36967837147
SH1V00037,3767,17.76909304011,46.36959842593
SH1V00037,3768,17.769097449738,46.369583714917
