00048,4801,17.836779846039,46.40783888427
00048,4802,17.836734905572,46.407849156558
00048,4803,17.836669650275,46.407859070348
00048,4804,17.83660709458,46.407857344993
00048,4805,17.83657393379,46.407849819743
00048,4806,17.836540919503,46.407835759126
00048,4807,17.836511346708,46.407813230383
00048,4808,17.836458474652,46.407742162757
00048,4809,17.836125137815,46.407127769952
00048,4810,17.835939757168,46.406767022547
00048,4811,17.835746958164,46.406374705462
00048,4812,17.8353069271,46.405444197178
00048,4813,17.835268576825,46.405378205174
00048,4814,17.83517574282,46.405240705845
00048,4815,17.835125846082,46.405145911639
00048,4816,17.835125846082,46.405145911639
00048,4817,17.835093937742,46.404973992107
00048,4818,17.835073987811,46.404921201235
00048,4819,17.834541034538,46.403749723051
00048,4820,17.834383320338,46.403352438466
00048,4821,17.834256155982,46.402970313115
00048,4822,17.83420220944,46.402766455821
00048,4823,17.834113576207,46.402369843077
00048,4824,17.834045768701,46.40216794538
00048,4825,17.834020128072,46.40204290574
00048,4826,17.834020128072,46.40204290574
00048,4827,17.834030953658,46.401850428713
00048,4828,17.834027446275,46.401789449951
00048,4829,17.834008882956,46.401638830705
00048,4830,17.833884747224,46.400832680497
00048,4831,17.833871884555,46.400609232242
00048,4832,17.833876800563,46.400498930485
00048,4833,17.833893111974,46.400387907782
00048,4834,17.833919191931,46.400276216927
00048,4835,17.833954253023,46.400162724814
00048,4836,17.834191514088,46.399478406014
00048,4837,17.834254180216,46.399257597264
00048,4838,17.834292334147,46.399042499615
00048,4839,17.834308226168,46.398841501735
00048,4840,17.834307943763,46.398745483168
00048,4841,17.834294057397,46.39856757162
00048,4842,17.834251074655,46.398346189511
00048,4843,17.834193315976,46.398167525169
00048,4844,17.834177102594,46.39809326568
00048,4845,17.834161654378,46.398057322222
00048,4846,17.834105956554,46.39796787743
00048,4847,17.834055639333,46.397855997802
00048,4848,17.833997095871,46.39771232911
00048,4849,17.833940635551,46.397548298814
00048,4850,17.833891908461,46.397365654621
00048,4851,17.833832163606,46.39705840912
00048,4852,17.833796329097,46.396736027307
00048,4853,17.833792233756,46.396520334909
00048,4854,17.833808404706,46.396306969145
00048,4855,17.83385366792,46.395883891049
00048,4856,17.83385366792,46.395883891049
00048,4857,17.833893668109,46.395731300837
00048,4858,17.833930508164,46.39553847101
00048,4859,17.833942887638,46.395457700854
00048,4860,17.833961644952,46.395273884509
00048,4861,17.833962139417,46.395179490961
00048,4862,17.833956179438,46.395082989613
00048,4863,17.833937192255,46.394987543104
00048,4864,17.833904385932,46.394892229148
00048,4865,17.833857732129,46.394798312638
00048,4866,17.83379973635,46.394702798051
00048,4867,17.833730337097,46.394608426001
00048,4868,17.833650329579,46.394515978203
00048,4869,17.833474700756,46.394338786897
00048,4870,17.833201656824,46.394084423591
00048,4871,17.833011342547,46.393909885104
00048,4872,17.832811194128,46.393739036073
00048,4873,17.832707372495,46.393657647876
00048,4874,17.832597756216,46.39358097689
00048,4875,17.832482998202,46.393516129373
00048,4876,17.832117817464,46.393347860121
00048,4877,17.831745988821,46.393186195556
00048,4878,17.831623820584,46.393125695561
00048,4879,17.831245668975,46.39295622934
00048,4880,17.830749880217,46.392741773425
00048,4881,17.830602517426,46.392681422394
00048,4882,17.830526778027,46.392652419535
00048,4883,17.830370229861,46.392603004609
00048,4884,17.830226707108,46.392552605327
00048,4885,17.83015098867,46.392522688674
00048,4886,17.830064456264,46.392503831355
00048,4887,17.829533455904,46.392409747679
00048,4888,17.829301308679,46.392361272553
00048,4889,17.829186560098,46.392332339711
00048,4890,17.829081734149,46.392295852314
00048,4891,17.82898358251,46.392251705029
00048,4892,17.828804554187,46.392154177944
00048,4893,17.828646380582,46.392032836765
00048,4894,17.82857220379,46.391970672752
00048,4895,17.828504645878,46.391903308465
00048,4896,17.82844536033,46.391829496562
00048,4897,17.828294989223,46.391614543096
00048,4898,17.828172442763,46.391463080433
00048,4899,17.828100021676,46.391359183033
00048,4900,17.828096130586,46.391351549708
00048,4901,17.828107636767,46.39134584
00048,4902,17.828107636767,46.39134584
00048,4903,17.828076899754,46.391267416097
00048,4904,17.828034791467,46.391188728727
00048,4905,17.827314851904,46.39003339813
00048,4906,17.826683030395,46.389007646041
00048,4907,17.826569111269,46.388798496795
00048,4908,17.826474765907,46.388586255613
00048,4909,17.826435783656,46.388477306599
00048,4910,17.826371772127,46.38825330374
00048,4911,17.826229794544,46.387667730635
00048,4912,17.826048287724,46.386961674747
00048,4913,17.825963882419,46.386597504207
00048,4914,17.825828983396,46.386094597496
00048,4915,17.825697590468,46.385472657923
00048,4916,17.825292233181,46.383958235587
00048,4917,17.825228565753,46.383755392922
00048,4918,17.825152476721,46.383562888808
00048,4919,17.825121312751,46.38346780076
00048,4920,17.825027834088,46.38314605638
00048,4921,17.824944635615,46.382836864571
00048,4922,17.824944635615,46.382836864571
00048,4923,17.824952032519,46.382833149077
00048,4924,17.824949878438,46.382820614181
00048,4925,17.824925916565,46.382694536088
00048,4926,17.824377637794,46.380568025587
00048,4927,17.824246510836,46.380043367892
00048,4928,17.82404467893,46.379304262816
00048,4929,17.823988756958,46.379082736037
00048,4930,17.823696281801,46.377969479538
00048,4931,17.823591966607,46.377624772166
00048,4932,17.823591966607,46.377624772166
00048,4933,17.823580106521,46.377574456697
00048,4934,17.823567054952,46.377361478064
00048,4935,17.823543488587,46.377218182974
00048,4936,17.823487433291,46.376966851665
00048,4937,17.823320423072,46.376377207283
00048,4938,17.823244146985,46.376157849082
00048,4939,17.82314538992,46.375926719349
00048,4940,17.823091878102,46.375814307768
